	DEPT	ТАЛЬБЛОК	НАГРУЗКА	ОБОРОТЫ_РОТОРА	СКОРОСТЬ_МЕХАНИЧЕСКАЯ	РАСХОД_НА_ВЫХОДЕ	ВЕС_НА_КРЮКЕ	СКОРОСТЬ_БУРЕНИЯ	ДАВЛЕНИЕ_НА_ВХОДЕ	ДМК	МОМЕНТ_РОТОРА
8987	1822.4	2.553	7.717	85.9	19.57	53.23	72.48	18.82	208.8	3.19	2.593
8988	1822.6	2.336	7.797	86.19	21.54	53.14	72.4	18.41	208.3	3.05	2.602
8989	1822.8	2.118	7.877	86.23	22.13	53.2	72.32	18.55	208.2	2.87	2.611
8990	1823.0	1.9	7.971	86.2	22.37	53.29	72.23	18.75	208.1	2.68	2.622
8991	1823.2	1.682	8.096	86.41	25.05	53.62	72.12	20.16	208.3	2.01	2.652
8992	1823.4	1.464	8.198	86.37	26.35	53.84	72.02	21.1	208.5	1.61	2.671
8993	1823.6	1.246	8.258	86.06	26.11	53.9	71.96	21.4	208.7	1.56	2.674
8994	1823.8	1.028	8.259	85.46	24.56	53.76	71.95	21.01	208.8	1.92	2.659
8995	1824.0	0.81	8.184	84.6	22.28	53.39	72.02	19.96	208.8	2.69	2.625
8996	1824.2	0.593	8.017	83.56	20.21	52.8	72.18	18.42	208.7	3.82	2.573
8997	1824.4	0.375	7.745	82.45	20.478	51.99	72.45	16.66	208.4	5.23	2.508
8998	1824.6	0.157	7.579	79.74	29.693	50.87	72.52	9.46	208.0	8.54	2.368
8999	1824.8	10.196	6.975	79.58	30.034	49.78	73.19	10.48	207.5	9.41	2.315
9000	1825.0	10.118	6.164	80.4	34.471	48.65	74.14	14.33	206.9	9.5	2.288
9001	1825.2	9.913	5.167	82.23	34.471	47.54	75.33	20.9	206.3	8.79	2.289
9002	1825.4	9.709	4.025	85.03	34.471	46.53	76.72	29.82	205.6	7.33	2.317
9003	1825.6	9.505	2.311	89.98	34.471	44.92	78.86	48.36	204.8	3.32	2.424
9004	1825.8	9.301	1.235	93.76	38.567	44.6	80.18	56.75	204.2	1.53	2.472
9005	1826.0	9.096	0.372	97.5	39.59	44.85	81.24	62.28	203.7	0.17	2.512
9006	1826.2	8.892	-0.113	101.44	40.614	46.41	81.85	62.18	203.3	-0.01	2.538
9007	1826.4	8.688	-0.38	104.8	40.614	48.14	82.17	59.7	203.1	0.1	2.55
9008	1826.6	8.484	-0.438	107.36	45.392	49.86	82.21	55.26	203.1	0.41	2.549
9009	1826.8	8.279	-0.302	108.99	46.075	51.41	81.98	49.26	203.3	0.83	2.534
9010	1827.0	8.075	0.015	109.6	46.075	52.7	81.51	42.14	203.7	1.3	2.506
9011	1827.2	7.871	0.493	109.18	46.075	53.65	80.82	34.37	204.3	1.76	2.468
9012	1827.4	7.667	1.11	107.79	-7.06	54.23	79.94	26.41	205.1	2.17	2.424
9013	1827.6	7.462	1.899	104.4	19.14	53.8	78.72	15.78	206.1	2.45	2.331
9014	1827.8	7.258	2.696	101.82	19.37	53.93	77.68	10.02	207.1	2.7	2.304
9015	1828.0	7.054	3.53	99.1	21.37	54.01	76.66	6.47	208.2	2.85	2.3
9016	1828.2	6.85	4.42	96.27	21.71	54.16	75.73	7.93	209.3	2.75	2.35
9017	1828.4	6.645	5.277	93.59	22.54	54.26	74.86	10.44	210.4	2.63	2.41
9018	1828.6	6.441	6.071	91.16	23.47	54.31	74.08	13.44	211.5	2.52	2.474
9019	1828.8	6.237	6.78	89.08	24.21	54.3	73.4	16.45	212.6	2.46	2.536
9020	1829.0	6.033	7.384	87.4	24.55	54.26	72.82	19.13	213.6	2.44	2.591
9021	1829.2	5.828	7.874	86.14	24.36	54.18	72.35	21.2	214.6	2.48	2.637
9022	1829.4	5.624	8.242	85.3	23.62	54.07	71.99	22.5	215.5	2.59	2.671
9023	1829.6	5.42	8.428	85.81	20.39	53.84	71.77	21.54	216.4	2.96	2.689
9024	1829.8	5.216	8.586	85.37	19.51	53.74	71.62	21.77	217.0	3.07	2.698
9025	1830.0	5.011	8.66	84.9	19.08	53.69	71.54	21.78	217.4	3.12	2.697
9026	1830.2	4.807	8.66	84.44	19.14	53.68	71.54	21.63	217.6	3.11	2.687
9027	1830.4	4.603	8.596	84.03	19.66	53.72	71.6	21.35	217.6	3.04	2.67
9028	1830.6	4.399	8.46	82.02	21.88	53.9	71.74	20.98	217.3	2.76	2.615
9029	1830.8	4.194	8.314	82.72	22.63	53.98	71.89	20.58	217.1	2.66	2.609
9030	1831.0	3.99	8.15	84.4	23.12	54.04	72.05	20.17	216.7	2.6	2.621
9031	1831.2	3.786	7.921	88.61	22.64	54.06	72.28	19.45	216.2	2.67	2.671
9032	1831.4	3.582	7.727	92.95	22.13	54.08	72.47	18.95	215.7	2.74	2.729
9033	1831.6	3.377	7.59	97.05	21.7	54.08	72.61	18.76	215.3	2.79	2.791
9034	1831.8	3.173	7.523	100.6	21.41	54.07	72.68	18.9	215.0	2.82	2.853
9035	1832.0	2.969	7.531	103.4	21.3	54.06	72.67	19.38	214.8	2.82	2.912
9036	1832.2	2.765	7.614	105.33	21.36	54.04	72.59	20.14	214.8	2.79	2.965
9037	1832.4	2.56	7.765	106.35	21.55	54.02	72.43	21.11	214.9	2.75	3.009
9038	1832.6	2.356	7.975	103.54	23.2	54.0	72.29	23.75	215.2	2.42	3.003
9039	1832.8	2.152	8.209	104.08	22.92	53.97	72.03	24.15	215.5	2.51	3.04
9040	1833.0	1.948	8.446	105.0	22.04	53.94	71.75	23.8	215.8	2.73	3.078
9041	1833.2	1.743	9.126	110.62	19.33	53.87	70.8	21.6	216.8	3.38	3.231
9042	1833.4	1.539	9.522	114.31	16.7	53.82	70.23	19.2	217.4	3.99	3.316
9043	1833.6	1.335	9.537	115.22	14.44	53.81	70.2	16.84	217.6	4.51	3.312
9044	1833.8	1.131	9.115	112.86	12.77	53.83	70.76	14.74	217.1	4.87	3.204
9045	1834.0	0.926	8.251	107.1	11.82	53.88	71.95	13.05	216.1	5.05	2.991
9046	1834.2	0.722	6.984	98.19	11.66	53.97	73.7	11.9	214.5	5.04	2.684
9047	1834.4	0.518	5.399	86.75	12.26	54.08	75.89	11.35	212.6	4.84	2.302
9048	1834.6	0.314	2.027	61.46	15.27	54.34	80.63	11.72	208.1	4.02	1.488
9049	1834.8	10.039	0.822	52.59	16.44	54.41	82.27	12.28	206.7	3.7	1.205
9050	1835.0	9.909	0.292	48.7	17.38	54.43	82.95	13.27	206.2	3.45	1.088
9051	1835.2	9.687	1.46	57.52	17.42	54.29	81.19	15.36	208.3	3.46	1.393
9052	1835.4	9.466	2.885	68.14	17.39	54.14	79.09	17.37	210.6	3.5	1.757
9053	1835.6	9.244	4.363	79.04	17.38	53.99	76.93	19.11	212.9	3.54	2.129
9054	1835.8	9.023	5.732	88.99	17.45	53.86	74.95	20.42	214.8	3.56	2.468
9055	1836.0	8.801	6.873	97.1	17.65	53.76	73.33	21.2	216.2	3.54	2.744
9056	1836.2	8.579	7.704	102.77	18.01	53.69	72.18	21.42	217.0	3.48	2.937
9057	1836.4	8.358	8.187	105.71	18.55	53.67	71.55	21.11	217.1	3.38	3.038
9058	1836.6	8.136	7.63	100.71	19.8	53.76	72.47	19.06	215.1	3.11	2.867
9059	1836.8	7.914	7.709	100.5	20.47	53.77	72.44	18.4	214.8	2.97	2.864
9060	1837.0	7.693	7.765	100.1	21.08	53.79	72.44	17.96	214.6	2.84	2.858
9061	1837.2	7.471	7.9	100.12	20.79	53.79	72.3	18.08	215.1	2.8	2.873
9062	1837.4	7.249	8.02	100.16	20.89	53.8	72.18	18.41	215.6	2.75	2.889
9063	1837.6	7.028	8.123	100.25	21.53	53.8	72.08	18.9	216.2	2.67	2.906
9064	1837.8	6.806	8.21	100.43	22.8	53.81	71.99	19.53	216.6	2.57	2.925
9065	1838.0	6.584	8.279	100.7	24.68	53.81	71.92	20.25	216.9	2.43	2.944
9066	1838.2	6.363	8.329	101.06	27.11	53.81	71.87	21.02	217.1	2.27	2.964
9067	1838.4	6.141	8.359	101.47	29.93	53.81	71.84	21.8	217.1	2.1	2.982
9068	1838.6	5.92	8.418	102.9	35.77	53.82	71.78	22.89	216.7	1.74	3.026
9069	1838.8	5.698	8.387	102.88	37.59	53.81	71.81	23.41	216.6	1.64	3.027
9070	1839.0	5.476	8.317	102.4	38.07	53.81	71.88	23.68	216.5	1.61	3.014
9071	1839.2	5.255	8.214	101.51	37.16	53.8	71.98	23.69	216.4	1.68	2.987
9072	1839.4	5.033	8.088	100.29	34.93	53.8	72.11	23.45	216.4	1.83	2.948
9073	1839.6	4.811	7.807	96.98	28.88	53.78	72.39	22.64	216.5	2.21	2.849
9074	1839.8	4.59	7.725	96.28	25.73	53.78	72.47	22.15	216.5	2.42	2.822
9075	1840.0	4.368	7.708	96.4	23.05	53.77	72.49	21.66	216.6	2.61	2.818
9076	1840.2	4.146	7.864	98.44	21.33	53.77	72.34	20.98	216.8	2.77	2.866
9077	1840.4	3.925	8.036	100.79	20.27	53.76	72.16	20.52	217.0	2.88	2.923
9078	1840.6	3.703	8.202	103.19	19.88	53.76	72.0	20.33	217.0	2.93	2.984
9079	1840.8	3.481	8.344	105.42	20.18	53.76	71.86	20.46	217.0	2.92	3.042
9080	1841.0	3.26	8.45	107.3	21.12	53.75	71.75	20.9	216.8	2.84	3.093
9081	1841.2	3.038	8.511	108.67	22.64	53.74	71.69	21.64	216.5	2.71	3.133
9082	1841.4	2.817	8.526	109.43	24.63	53.74	71.67	22.61	216.1	2.54	3.158
9083	1841.6	2.595	8.396	109.82	27.68	53.73	71.8	24.76	215.1	2.22	3.174
9084	1841.8	2.373	8.362	109.03	29.95	53.72	71.84	25.55	214.9	2.03	3.163
9085	1842.0	2.152	8.329	107.4	32.0	53.71	71.87	25.93	214.8	1.88	3.133
9086	1842.2	1.93	8.355	103.76	34.11	53.69	71.85	25.27	215.3	1.77	3.06
9087	1842.4	1.708	8.361	100.06	35.58	53.67	71.84	24.44	215.8	1.71	2.982
9088	1842.6	1.487	8.342	96.63	36.28	53.66	71.86	23.55	216.2	1.7	2.906
9089	1842.8	1.265	8.293	93.71	36.13	53.66	71.91	22.71	216.5	1.76	2.837
9090	1843.0	1.043	8.214	91.5	35.12	53.66	71.99	21.97	216.6	1.86	2.78
9091	1843.2	0.822	8.111	90.08	33.3	53.67	72.09	21.39	216.5	2.02	2.737
9092	1843.4	0.6	7.991	89.47	30.77	53.68	72.21	20.99	216.1	2.21	2.709
9093	1843.6	0.379	7.727	91.2	25.95	53.76	72.48	21.28	215.5	2.53	2.718
9094	1843.8	0.157	7.665	91.38	23.22	53.74	72.54	21.02	214.5	2.73	2.713
9095	1844.0	10.196	7.674	91.5	21.0	53.7	72.53	20.71	213.3	2.9	2.713
9096	1844.2	9.963	7.759	91.48	19.38	53.63	72.44	20.36	211.9	3.03	2.718
9097	1844.4	9.729	7.919	91.27	18.42	53.53	72.28	19.97	210.3	3.12	2.726
9098	1844.6	9.496	8.153	90.27	19.17	53.33	72.05	19.07	207.7	3.1	2.722
9099	1844.8	9.262	8.428	89.94	18.99	53.24	71.77	18.89	206.5	3.14	2.742
9100	1845.0	9.029	8.733	89.7	18.9	53.19	71.47	18.94	205.7	3.17	2.768
9101	1845.2	8.795	9.372	89.72	18.76	53.23	70.83	19.71	206.1	3.19	2.84
9102	1845.4	8.562	9.839	89.75	18.64	53.28	70.37	20.44	206.7	3.21	2.894
9103	1845.6	8.328	10.062	89.77	18.52	53.32	70.14	21.03	207.3	3.24	2.923
9104	1845.8	8.095	10.001	89.76	18.38	53.36	70.2	21.39	207.9	3.27	2.92
9105	1846.0	7.861	9.644	89.7	18.22	53.38	70.56	21.48	208.3	3.3	2.884
9106	1846.2	7.628	9.013	89.6	18.03	53.38	71.19	21.28	208.5	3.33	2.817
9107	1846.4	7.394	8.16	89.46	17.82	53.37	72.04	20.8	208.6	3.38	2.724
9108	1846.6	7.161	6.114	88.98	17.54	53.27	74.09	19.35	207.5	3.43	2.496
9109	1846.8	6.927	5.472	88.93	17.33	53.25	74.73	18.76	207.7	3.47	2.425
9110	1847.0	6.694	5.251	89.0	17.15	53.25	74.95	18.34	208.2	3.5	2.4
9111	1847.2	6.461	6.105	89.45	16.79	53.29	74.1	18.29	209.6	3.55	2.494
9112	1847.4	6.227	7.107	89.9	16.61	53.33	73.09	18.4	211.0	3.58	2.604
9113	1847.6	5.994	8.126	90.28	16.66	53.37	72.08	18.64	212.2	3.57	2.715
9114	1847.8	5.76	9.054	90.56	16.98	53.41	71.15	18.98	213.2	3.52	2.817
9115	1848.0	5.527	9.811	90.7	17.56	53.44	70.39	19.4	213.8	3.43	2.899
9116	1848.2	5.293	10.341	90.7	18.38	53.46	69.86	19.86	214.1	3.3	2.956
9117	1848.4	5.06	10.614	90.55	19.4	53.47	69.59	20.34	214.0	3.15	2.985
9118	1848.6	4.826	10.268	89.92	21.33	53.44	69.93	21.07	212.6	2.87	2.946
9119	1848.8	4.593	10.168	89.68	22.23	53.44	70.03	21.35	212.3	2.73	2.934
9120	1849.0	4.359	9.976	89.5	22.82	53.45	70.22	21.44	212.2	2.64	2.912
9121	1849.2	4.126	9.715	89.39	23.07	53.46	70.48	21.34	212.3	2.59	2.883
9122	1849.4	3.892	9.408	89.35	22.98	53.47	70.79	21.06	212.5	2.6	2.849
9123	1849.6	3.659	9.032	89.63	21.88	53.55	71.17	20.17	213.7	2.75	2.809
9124	1849.8	3.425	8.711	89.6	21.48	53.52	71.49	19.82	214.0	2.8	2.772
9125	1850.0	3.192	8.421	89.5	21.11	53.46	71.78	19.56	214.1	2.84	2.739
9126	1850.2	2.959	8.146	89.22	21.19	53.26	72.06	19.64	213.6	2.81	2.706
9127	1850.4	2.725	7.946	88.93	21.17	53.08	72.26	19.76	213.0	2.81	2.682
9128	1850.6	2.492	7.836	88.65	21.0	52.95	72.37	19.87	212.6	2.83	2.666
9129	1850.8	2.258	7.825	88.4	20.65	52.87	72.38	19.96	212.2	2.89	2.661
9130	1851.0	2.025	7.913	88.2	20.11	52.85	72.29	20.0	212.1	2.98	2.666
9131	1851.2	1.791	8.095	88.06	19.4	52.9	72.11	20.0	212.2	3.11	2.681
9132	1851.4	1.558	8.361	87.97	18.57	53.01	71.84	19.94	212.5	3.27	2.706
9133	1851.6	1.324	8.853	87.97	16.42	53.39	71.35	19.27	213.1	3.8	2.749
9134	1851.8	1.091	9.165	88.01	16.03	53.49	71.03	19.38	213.7	3.83	2.783
9135	1852.0	0.857	9.439	88.1	16.16	53.52	70.76	19.66	214.4	3.73	2.815
9136	1852.2	0.624	9.63	88.55	18.66	53.34	70.57	21.24	215.6	2.75	2.859
9137	1852.4	0.39	9.774	88.89	20.69	53.16	70.42	22.35	216.6	2.06	2.891
9138	1852.6	0.157	9.869	89.05	21.89	53.0	70.33	22.77	217.2	1.8	2.907
9139	1852.8	10.039	9.917	89.02	22.02	52.89	70.28	22.33	217.3	2.06	2.907
9140	1853.0	9.804	9.92	88.8	20.98	52.84	70.28	21.01	217.0	2.86	2.89
9141	1853.2	9.598	9.882	88.45	18.82	52.86	70.32	18.84	216.2	4.18	2.858
9142	1853.4	9.391	9.808	88.03	15.74	52.94	70.39	15.98	214.9	5.91	2.813
9143	1853.6	9.185	9.685	86.08	7.23	53.23	70.52	9.64	212.2	10.04	2.7
9144	1853.8	8.979	9.571	86.48	5.17	53.36	70.63	7.29	210.8	11.29	2.672
9145	1854.0	8.772	9.454	87.7	5.02	53.48	70.75	6.11	209.7	11.66	2.672
9146	1854.2	8.566	9.343	89.73	6.84	53.57	70.86	6.21	209.0	11.13	2.7
9147	1854.4	8.36	9.247	92.46	10.49	53.63	70.96	7.58	208.6	9.72	2.756
9148	1854.6	8.153	9.018	98.02	20.59	53.6	71.19	12.36	209.6	5.48	2.887
9149	1854.8	7.947	9.036	100.72	24.97	53.63	71.17	14.9	209.6	3.6	2.966
9150	1855.0	7.741	9.142	102.7	28.19	53.65	71.06	17.28	209.4	2.12	3.038
9151	1855.2	7.535	9.576	102.55	28.62	53.66	70.63	19.29	208.4	1.81	3.099
9152	1855.4	7.328	9.948	102.15	28.17	53.68	70.25	20.87	207.6	1.78	3.144
9153	1855.6	7.122	10.194	101.71	27.06	53.7	70.01	21.93	207.2	1.94	3.171
9154	1855.8	6.916	10.267	101.4	25.5	53.73	69.93	22.44	207.3	2.21	3.177
9155	1856.0	6.709	10.138	101.3	23.69	53.77	70.06	22.4	207.7	2.54	3.162
9156	1856.2	6.503	9.794	101.46	21.84	53.81	70.4	21.86	208.6	2.86	3.125
9157	1856.4	6.297	9.238	101.84	20.13	53.84	70.96	20.91	209.7	3.13	3.067
9158	1856.6	6.09	8.287	104.26	17.18	53.97	71.91	18.22	213.0	3.34	2.991
9159	1856.8	5.884	7.462	104.07	16.9	53.92	72.74	17.37	213.6	3.41	2.896
9160	1857.0	5.678	6.598	103.1	17.76	53.81	73.6	17.0	213.4	3.36	2.788
9161	1857.2	5.471	5.51	100.12	22.13	53.52	74.69	18.24	211.0	2.93	2.635
9162	1857.4	5.265	4.572	96.98	26.36	53.22	75.62	19.51	208.4	2.51	2.495
9163	1857.6	5.059	3.854	93.95	29.89	52.94	76.34	20.62	205.9	2.15	2.377
9164	1857.8	4.853	3.406	91.28	32.32	52.68	76.79	21.42	203.7	1.9	2.289
9165	1858.0	4.646	3.255	89.1	33.39	52.47	76.94	21.83	202.0	1.77	2.237
9166	1858.2	4.44	3.403	87.53	32.99	52.31	76.79	21.81	200.8	1.79	2.222
9167	1858.4	4.234	3.831	86.6	31.18	52.22	76.37	21.37	200.2	1.95	2.242
9168	1858.6	4.027	5.013	87.4	24.66	52.28	75.19	19.0	201.8	2.58	2.352
9169	1858.8	3.821	5.664	87.22	21.97	52.24	74.54	18.62	201.5	2.83	2.41
9170	1859.0	3.615	6.251	87.1	19.89	52.2	73.95	18.71	200.9	3.02	2.467
9171	1859.2	3.408	6.735	87.0	18.56	52.15	73.47	19.28	200.0	3.13	2.519
9172	1859.4	3.202	7.092	86.88	18.04	52.1	73.11	20.28	198.8	3.17	2.563
9173	1859.6	2.996	7.142	86.4	20.22	52.0	73.06	23.25	196.2	2.92	2.589
9174	1859.8	2.789	7.29	86.35	20.35	51.94	72.91	24.19	195.0	2.92	2.613
9175	1860.0	2.583	7.372	86.4	20.29	51.9	72.83	24.61	194.1	2.96	2.626
9176	1860.2	2.377	7.296	86.84	19.73	51.88	72.9	23.57	194.0	3.07	2.616
9177	1860.4	2.171	7.214	87.24	18.99	51.87	72.99	22.39	194.0	3.22	2.603
9178	1860.6	1.964	7.148	87.54	18.11	51.86	73.05	21.25	194.1	3.38	2.591
9179	1860.8	1.758	7.111	87.72	17.16	51.85	73.09	20.28	194.2	3.55	2.581
9180	1861.0	1.552	7.106	87.8	16.21	51.84	73.09	19.55	194.3	3.71	2.574
9181	1861.2	1.345	7.128	87.8	15.34	51.83	73.07	19.11	194.3	3.86	2.572
9182	1861.4	1.139	7.162	87.79	14.67	51.82	73.03	18.97	194.2	3.98	2.573
9183	1861.6	0.933	7.643	86.3	12.52	51.77	72.55	20.28	193.5	4.25	2.606
9184	1861.8	0.726	7.456	87.11	13.23	51.78	72.74	20.1	193.5	4.19	2.601
9185	1862.0	0.52	7.049	88.7	15.04	51.82	73.15	19.6	193.6	3.99	2.586
9186	1862.2	0.314	5.986	92.66	20.34	51.93	74.21	17.95	194.3	3.38	2.539
9187	1862.4	9.961	4.956	96.49	25.34	52.03	75.24	16.38	194.9	2.8	2.493
9188	1862.6	9.882	4.069	99.79	29.44	52.12	76.13	15.08	195.4	2.31	2.454
9189	1862.8	9.68	3.41	102.26	32.21	52.19	76.79	14.16	195.8	1.97	2.426
9190	1863.0	9.477	3.038	103.7	33.39	52.22	77.16	13.7	195.9	1.8	2.412
9191	1863.2	9.275	2.984	104.01	32.87	52.22	77.22	13.74	195.8	1.82	2.413
9192	1863.4	9.072	3.252	103.18	30.7	52.19	76.95	14.25	195.4	2.02	2.429
9193	1863.6	8.869	4.137	99.9	23.57	51.87	76.07	16.27	194.0	2.76	2.475
9194	1863.8	8.667	4.85	97.68	20.23	51.89	75.35	17.07	193.5	3.12	2.512
9195	1864.0	8.464	5.654	95.3	17.42	51.97	74.55	17.69	193.1	3.44	2.553
9196	1864.2	8.261	6.493	92.95	15.35	52.09	73.71	18.06	192.8	3.7	2.596
9197	1864.4	8.059	7.307	90.82	14.14	52.21	72.9	18.14	192.4	3.88	2.638
9198	1864.6	7.856	8.579	87.61	14.98	53.22	71.62	17.56	194.1	3.91	2.698
9199	1864.8	7.654	8.952	87.0	15.05	52.81	71.25	17.28	192.5	3.93	2.721
9200	1865.0	7.451	8.939	87.6	15.46	51.91	71.26	16.93	189.7	3.89	2.728
9201	1865.2	7.248	7.946	91.33	16.57	49.42	72.25	16.35	183.9	3.68	2.694
9202	1865.4	7.046	6.873	95.21	17.65	47.07	73.32	15.87	177.9	3.48	2.656
9203	1865.6	6.843	5.858	98.78	18.56	45.1	74.33	15.56	172.4	3.3	2.619
9204	1865.8	6.641	5.008	101.7	19.2	43.73	75.18	15.46	167.6	3.17	2.589
9205	1866.0	6.438	4.4	103.7	19.51	43.06	75.79	15.59	163.9	3.1	2.567
9206	1866.2	6.235	4.078	104.66	19.48	43.14	76.11	15.94	161.3	3.09	2.556
9207	1866.4	6.033	4.055	104.56	19.14	43.95	76.14	16.5	160.0	3.14	2.557
9208	1866.6	5.83	4.893	101.32	17.19	47.05	75.3	17.77	161.9	3.48	2.591
9209	1866.8	5.627	5.179	100.23	16.97	48.33	75.02	18.38	161.9	3.52	2.605
9210	1867.0	5.425	5.452	99.3	17.16	49.34	74.75	18.83	162.0	3.5	2.619
9211	1867.2	5.222	5.597	99.04	18.95	49.43	74.6	18.92	161.7	3.2	2.63
9212	1867.4	5.02	5.72	98.91	20.58	49.39	74.48	18.9	161.5	2.94	2.64
9213	1867.6	4.817	5.821	98.89	21.81	49.29	74.38	18.79	161.4	2.74	2.649
9214	1867.8	4.614	5.901	98.97	22.47	49.19	74.3	18.61	161.2	2.65	2.657
9215	1868.0	4.412	5.962	99.1	22.47	49.14	74.24	18.4	161.1	2.67	2.664
9216	1868.2	4.209	6.005	99.28	21.8	49.17	74.2	18.18	161.0	2.81	2.67
9217	1868.4	4.007	6.033	99.47	20.51	49.3	74.17	17.97	161.0	3.05	2.674
9218	1868.6	3.804	6.036	99.73	16.56	49.81	74.17	17.62	160.9	3.77	2.676
9219	1868.8	3.601	6.046	99.89	15.31	50.01	74.16	17.59	160.9	3.99	2.679
9220	1869.0	3.399	6.054	100.0	14.7	50.17	74.15	17.72	161.0	4.09	2.683
9221	1869.2	3.196	6.062	100.05	14.78	50.29	74.14	17.99	161.1	4.05	2.687
9222	1869.4	2.993	6.071	100.05	15.51	50.37	74.13	18.4	161.2	3.89	2.692
9223	1869.6	2.791	6.063	99.84	18.93	50.31	74.14	19.27	161.3	3.22	2.695
9224	1869.8	2.588	6.09	99.81	19.79	50.34	74.11	19.69	161.5	3.05	2.701
9225	1870.0	2.386	6.129	99.8	20.11	50.37	74.07	19.99	161.6	2.98	2.708
9226	1870.2	2.183	6.216	99.77	18.81	50.45	73.98	20.01	162.1	3.24	2.717
9227	1870.4	1.98	6.292	99.78	17.39	50.51	73.91	19.95	162.3	3.53	2.724
9228	1870.6	1.778	6.345	99.86	16.06	50.54	73.86	19.82	162.4	3.8	2.73
9229	1870.8	1.575	6.369	99.97	14.99	50.56	73.84	19.66	162.1	4.03	2.734
9230	1871.0	1.373	6.355	100.1	14.29	50.55	73.85	19.46	161.7	4.19	2.733
9231	1871.2	1.17	6.301	100.22	14.03	50.52	73.9	19.24	161.1	4.27	2.728
9232	1871.4	0.967	6.204	100.29	14.26	50.49	74.0	19.01	160.4	4.26	2.717
9233	1871.6	0.765	6.108	100.95	15.58	50.3	74.1	18.91	157.9	4.05	2.719
9234	1871.8	0.562	5.914	100.49	16.44	50.34	74.29	18.59	158.3	3.9	2.687
9235	1872.0	0.359	5.673	99.6	17.43	50.47	74.53	18.21	159.8	3.72	2.642
9236	1872.2	0.157	5.199	97.61	18.49	50.83	75.0	17.55	164.2	3.49	2.55
9237	1872.4	10.039	4.799	95.55	19.58	51.19	75.4	16.97	168.7	3.26	2.465
9238	1872.6	9.78	4.518	93.58	20.63	51.52	75.69	16.51	172.9	3.04	2.394
9239	1872.8	9.52	4.385	91.83	21.61	51.81	75.82	16.2	176.5	2.83	2.345
9240	1873.0	9.26	4.414	90.4	22.47	52.02	75.79	16.08	179.2	2.67	2.319
9241	1873.2	9.0	4.6	89.35	23.16	52.16	75.6	16.14	180.9	2.54	2.318
9242	1873.4	8.741	4.921	88.72	23.65	52.21	75.28	16.36	181.6	2.46	2.341
9243	1873.6	8.481	5.88	89.13	24.31	52.01	74.32	17.16	179.2	2.4	2.453
9244	1873.8	8.221	6.151	89.02	24.12	52.01	74.05	17.44	179.1	2.44	2.481
9245	1874.0	7.962	6.241	89.0	23.49	52.03	73.96	17.62	179.3	2.55	2.491
9246	1874.2	7.702	6.138	89.06	22.45	52.08	74.06	17.67	179.8	2.72	2.482
9247	1874.4	7.442	5.854	89.18	21.06	52.16	74.35	17.58	180.7	2.95	2.455
9248	1874.6	7.183	4.881	88.95	18.47	52.4	75.32	17.14	183.0	3.35	2.349
9249	1874.8	6.923	4.544	89.36	17.02	52.47	75.66	16.91	184.1	3.59	2.32
9250	1875.0	6.663	4.34	90.0	15.85	52.5	75.86	16.69	185.0	3.78	2.31
9251	1875.2	6.403	4.501	91.23	15.37	52.42	75.7	16.44	185.2	3.87	2.347
9252	1875.4	6.144	4.726	92.44	15.1	52.33	75.48	16.26	185.4	3.93	2.391
9253	1875.6	5.884	4.978	93.52	14.99	52.24	75.23	16.15	185.6	3.96	2.436
9254	1875.8	5.624	5.229	94.39	14.98	52.15	74.98	16.14	185.8	3.97	2.478
9255	1876.0	5.365	5.454	95.0	15.03	52.09	74.75	16.22	186.1	3.97	2.513
9256	1876.2	5.105	5.637	95.31	15.11	52.05	74.57	16.39	186.4	3.96	2.539
9257	1876.4	4.845	5.767	95.33	15.17	52.03	74.44	16.64	186.8	3.95	2.555
9258	1876.6	4.586	5.768	94.6	15.42	52.08	74.43	17.25	187.9	3.88	2.547
9259	1876.8	4.326	5.814	94.26	15.31	52.09	74.38	17.46	188.0	3.91	2.547
9260	1877.0	4.066	5.836	93.9	15.06	52.1	74.36	17.57	187.8	3.99	2.543
9261	1877.2	3.807	5.78	93.6	14.15	52.1	74.42	17.24	186.7	4.25	2.528
9262	1877.4	3.547	5.74	93.3	13.39	52.1	74.45	16.96	185.6	4.47	2.516
9263	1877.6	3.287	5.732	92.99	12.89	52.1	74.46	16.8	184.4	4.62	2.507
9264	1877.8	3.027	5.765	92.69	12.73	52.1	74.43	16.78	183.4	4.68	2.505
9265	1878.0	2.768	5.845	92.4	12.94	52.09	74.35	16.94	182.6	4.65	2.509
9266	1878.2	2.508	5.971	92.13	13.52	52.08	74.23	17.27	182.0	4.51	2.52
9267	1878.4	2.248	6.136	91.87	14.43	52.07	74.06	17.73	181.7	4.29	2.536
9268	1878.6	1.987	6.479	91.57	16.6	51.95	73.72	18.72	181.6	3.86	2.575
9269	1878.8	1.725	6.631	91.4	17.5	51.97	73.57	19.16	181.7	3.58	2.591
9270	1879.0	1.464	6.731	91.3	18.07	52.02	73.47	19.42	181.8	3.34	2.602
9271	1879.2	1.203	6.772	91.25	18.24	52.09	73.43	19.44	182.0	3.18	2.605
9272	1879.4	0.941	6.753	91.24	18.0	52.15	73.45	19.18	182.1	3.13	2.601
9273	1879.6	0.68	6.574	91.64	16.92	52.63	73.63	19.2	183.6	2.63	2.591
